,cluster,text,intent,norm_text,cluster_size,norm_word_lst
85,9,b'time to order and receive a new credit card',b'replacement_card_duration',b'time order receive new credit card',57,card * lost
86,9,b'what should i do if i need to report my card lost',b'report_lost_card',b'need report card lost',57,card * lost
87,9,b'is my replacement card due to arrive in the mail today',b'replacement_card_duration',b'replacement card arrive mail today',57,card * lost
88,9,b'i have to report fraudulent activity the bank of america card',b'report_fraud',b'report fraudulent activity bank america card',57,card * lost
89,9,b'why did my card get declined at public when i was trying to buy food',b'card_declined',b'card declined public trying buy food',57,card * lost
90,9,b'what steps do i need to take to report a card lost',b'report_lost_card',b'steps need report card lost',57,card * lost
91,9,b'i want to report a damaged card that my cat shredded with its claws',b'damaged_card',b'want report damaged card cat shredded claws',57,card * lost
92,9,b'how do i report that i lost my card',b'report_lost_card',b'report lost card',57,card * lost
93,9,b'where should i report a damaged card',b'damaged_card',b'report damaged card',57,card * lost
94,9,b'let me know when the replacement card will arrive',b'replacement_card_duration',b'let know replacement card arrive',57,card * lost
95,9,b'my dog swallowed my credit card and i need a new one',b'damaged_card',b'dog swallowed credit card need new ',57,card * lost
96,9,b'i have to report fraudulent activity on my bank of the west card',b'report_fraud',b'report fraudulent activity bank west card',57,card * lost
97,9,"b'i have lost my card , what am i supposed to do'",b'report_lost_card',b'lost card  supposed ',57,card * lost
98,9,b'i accidentally deactivated the magnetic stripe on my visa debit card and i need to report it',b'damaged_card',b'accidentally deactivated magnetic stripe visa debit card need report ',57,card * lost
99,9,b'i would like to report my american express card stolen',b'report_lost_card',b'like report american express card stolen',57,card * lost
100,9,b'i sat on my credit card and broke it in half and need it replaced',b'damaged_card',b'sat credit card broke half need replaced',57,card * lost
101,9,b'who do i need to contact to find out why my card got declined',b'card_declined',b'need contact find card got declined',57,card * lost
102,9,b'let me know the wait on a replacement credit card',b'replacement_card_duration',b'let know wait replacement credit card',57,card * lost
103,9,b'why my card stop working',b'card_declined',b'card stop working',57,card * lost
104,9,b'i would like to report a damaged card that was burnt',b'damaged_card',b'like report damaged card burnt',57,card * lost
105,9,b'what do i do with a damaged credit card',b'damaged_card',b'damaged credit card',57,card * lost
106,9,b'i spilled wine on my credit card and now its all mushy and needs to be replaced',b'damaged_card',b'spilled wine credit card mushy needs replaced',57,card * lost
107,9,b'please help me report my lost card',b'report_lost_card',b'help report lost card',57,card * lost
108,9,b'how long does it take for a credit card to be reissued and mailed to me',b'replacement_card_duration',b'long credit card reissued mailed ',57,card * lost
109,9,b'how do i report the card as lost',b'report_lost_card',b'report card lost',57,card * lost
110,9,"b'i was trying to get food at publix , why was my card declined'",b'card_declined',b'trying food publix  card declined',57,card * lost
111,9,b'tell me how to go about reporting a damaged card',b'damaged_card',b'tell reporting damaged card',57,card * lost
112,9,b'how soon can i expect a replacement card for my lost card to arrive',b'replacement_card_duration',b'soon expect replacement card lost card arrive',57,card * lost
113,9,b'how long will it takes to get a new credit card',b'replacement_card_duration',b'long takes new credit card',57,card * lost
114,9,"b'i lost my card , what do i do next'",b'report_lost_card',b'lost card  ',57,card * lost
115,6,b'should i have my shots up to date before i travel to the virgin islands',b'vaccines',b'shots date travel virgin islands',29,need * travel
116,6,b'vaccines for my trip to cuba',b'vaccines',b'vaccines trip cuba',29,need * travel
117,6,b'do i need a visa to get to puerto rico',b'international_visa',b'need visa puerto rico',29,need * travel
118,6,b'before i embark on a trip to europe should i get more shots',b'vaccines',b'embark trip europe shots',29,need * travel
119,6,b'are visas required to go to cuba',b'international_visa',b'visas required cuba',29,need * travel
120,6,b'if i go to indonesia would i need a visa',b'international_visa',b'indonesia need visa',29,need * travel
121,6,b'are there any required shots in indonesia',b'vaccines',b'required shots indonesia',29,need * travel
122,6,b'would i need a visa in taiwan',b'international_visa',b'need visa taiwan',29,need * travel
123,6,"b'if i want to go to x , do i need a travel visa'",b'international_visa',b'want x  need travel visa',29,need * travel
124,6,b'are more shots needed to travel to argentina',b'vaccines',b'shots needed travel argentina',29,need * travel
125,6,"b'if i travel abroad , do i need vaccinations'",b'vaccines',b'travel abroad  need vaccinations',29,need * travel
126,6,b'what are the required shots in mozambique',b'vaccines',b'required shots mozambique',29,need * travel
127,6,"b'do you think my shots would be needed , before traveling to columbia'",b'vaccines',b'think shots needed  traveling columbia',29,need * travel
128,6,b'does travelling to st petersburg require a travel visa',b'international_visa',b'travelling st petersburg require travel visa',29,need * travel
129,6,"b""i 'd like to go to malaysia so do i need a visa""",b'international_visa',b'd like malaysia need visa',29,need * travel
130,6,b'do i need a states visa to get to cuba',b'international_visa',b'need states visa cuba',29,need * travel
131,6,b'do i need a visa to travel outside of the us',b'international_visa',b'need visa travel outside ',29,need * travel
132,6,b'are there vaccinations needed if i go there',b'vaccines',b'vaccinations needed ',29,need * travel
133,6,b'do i need a visa to travel to indonesia',b'international_visa',b'need visa travel indonesia',29,need * travel
134,6,b'do i need to get any shots before i travel to spain',b'vaccines',b'need shots travel spain',29,need * travel
135,6,b'do i need a us visa for cuba',b'international_visa',b'need visa cuba',29,need * travel
136,6,b'do i need a vaccine for the congo',b'vaccines',b'need vaccine congo',29,need * travel
137,6,b'is vaccination necessary for travel to asia',b'vaccines',b'vaccination necessary travel asia',29,need * travel
138,6,b'do i need to get any shots before i travel to south africa',b'vaccines',b'need shots travel south africa',29,need * travel
139,6,"b'will having my shots updated be a good idea , before i travel to south america'",b'vaccines',b'having shots updated good idea  travel south america',29,need * travel
140,6,b'would you need more shots to go to mexico',b'vaccines',b'need shots mexico',29,need * travel
141,6,b'are shots required before traveling to china',b'vaccines',b'shots required traveling china',29,need * travel
142,6,b'should i get a travel visa if i want to go to guyana',b'international_visa',b'travel visa want guyana',29,need * travel
143,6,b'which vaccines are meant for cuba',b'vaccines',b'vaccines meant cuba',29,need * travel
144,34,"b'whisper mode , stop'",b'whisper_mode',b'whisper mode  stop',33,whisper * mode
145,34,b'please start whisper mode',b'whisper_mode',b'start whisper mode',33,whisper * mode
146,34,b'go to whisper mode until this movie is over',b'whisper_mode',b'whisper mode movie ',33,whisper * mode
147,34,b'start whisper mode',b'whisper_mode',b'start whisper mode',33,whisper * mode
148,34,b'go to whisper mode until my morning alarm goes off',b'whisper_mode',b'whisper mode morning alarm goes ',33,whisper * mode
149,34,b'turn volume up to 4',b'change_volume',b'turn volume 4',33,whisper * mode
150,34,b'switch over to whisper mode',b'whisper_mode',b'switch whisper mode',33,whisper * mode
151,34,"b'whisper mode , please'",b'whisper_mode',b'whisper mode  ',33,whisper * mode
152,34,b'turn volume to 4',b'change_volume',b'turn volume 4',33,whisper * mode
153,34,b'go into whisper mode until the plane lands',b'whisper_mode',b'whisper mode plane lands',33,whisper * mode
154,34,b'leave whisper mode',b'whisper_mode',b'leave whisper mode',33,whisper * mode
155,34,b'can you turn up the volume for your speaker',b'change_volume',b'turn volume speaker',33,whisper * mode
156,34,b'change audio settings to the whisper option',b'whisper_mode',b'change audio settings whisper option',33,whisper * mode
157,34,b'can you speak quieter',b'change_volume',b'speak quieter',33,whisper * mode
158,34,b'turn up your speaker volume',b'change_volume',b'turn speaker volume',33,whisper * mode
159,34,b'turn whisper mode off',b'whisper_mode',b'turn whisper mode ',33,whisper * mode
160,34,b'change audio to whisper mode',b'whisper_mode',b'change audio whisper mode',33,whisper * mode
161,34,b'change sound setting to whisper',b'whisper_mode',b'change sound setting whisper',33,whisper * mode
162,34,b'turn to volume 4',b'change_volume',b'turn volume 4',33,whisper * mode
163,34,b'keep volume at 4 all the time',b'change_volume',b'volume 4 time',33,whisper * mode
164,34,b'turn up the volume',b'change_volume',b'turn volume',33,whisper * mode
165,34,b'please lower your volume',b'change_volume',b'lower volume',33,whisper * mode
166,34,b'cancel whisper mode',b'whisper_mode',b'cancel whisper mode',33,whisper * mode
167,34,b'help to turn on whisper mode',b'whisper_mode',b'help turn whisper mode',33,whisper * mode
168,34,b'set whisper mode to off',b'whisper_mode',b'set whisper mode ',33,whisper * mode
169,34,"b""i ca n't hear you and need you to turn up the volume""",b'change_volume',b'nt hear need turn volume',33,whisper * mode
170,34,b'revert from whisper mode',b'whisper_mode',b'revert whisper mode',33,whisper * mode
171,34,b'be quiet',b'cancel',b'quiet',33,whisper * mode
172,34,b'make saound function operate in whisper mode',b'whisper_mode',b'saound function operate whisper mode',33,whisper * mode
173,34,b'get out of whisper mode',b'whisper_mode',b'whisper mode',33,whisper * mode
174,34,b'whisper mode must be left',b'whisper_mode',b'whisper mode left',33,whisper * mode
175,34,b'be more quiet',b'change_volume',b'quiet',33,whisper * mode
176,34,b'decrease your decibel level',b'change_volume',b'decrease decibel level',33,whisper * mode
177,70,b'what are the steps to get my rewards for my visa card',b'redeem_rewards',b'steps rewards visa card',24,card * points
178,70,b'put in a request for cashing in credit points',b'redeem_rewards',b'request cashing credit points',24,card * points
179,70,"b""i wanna know my credit card 's rewards balance""",b'rewards_balance',b'wanna know credit card s rewards balance',24,card * points
180,70,"b""i need to know my credit card 's rewards balance""",b'rewards_balance',b'need know credit card s rewards balance',24,card * points
181,70,"b""can you pull up how many points i 've earned with travel card""",b'rewards_balance',b'pull points ve earned travel card',24,card * points
182,70,b'i would like to check my rewards for my credit card',b'rewards_balance',b'like check rewards credit card',24,card * points
183,70,b'tell me how to get my points from credit card use cashed in',b'redeem_rewards',b'tell points credit card use cashed ',24,card * points
184,70,b'i wanna check my rewards for my credit card',b'rewards_balance',b'wanna check rewards credit card',24,card * points
185,70,b'i gotta know how many points i have gotten with my debit card',b'rewards_balance',b'gotta know points gotten debit card',24,card * points
186,70,b'what do i have to do to use my credit points acquired through purchases',b'redeem_rewards',b'use credit points acquired purchases',24,card * points
187,70,b'can you give me a points update on my rewards plus card',b'rewards_balance',b'points update rewards plus card',24,card * points
188,70,b'how many points do i have on my six flags rewards card',b'rewards_balance',b'points flags rewards card',24,card * points
189,70,"b""i would like to know my debit card 's rewards balance""",b'rewards_balance',b'like know debit card s rewards balance',24,card * points
190,70,b'how do i redeem my visa points',b'redeem_rewards',b'redeem visa points',24,card * points
191,70,b'i must know how many points have i earned with my credit card',b'rewards_balance',b'know points earned credit card',24,card * points
192,70,b'whats the policy to redeem my visa reward points',b'redeem_rewards',b'whats policy redeem visa reward points',24,card * points
193,70,b'can i redeem my points by transferring them to someone as a gift',b'redeem_rewards',b'redeem points transferring gift',24,card * points
194,70,b'tell me the number of points on my visa card',b'rewards_balance',b'tell number points visa card',24,card * points
195,70,b'i would like to check my rewards for my debit card',b'rewards_balance',b'like check rewards debit card',24,card * points
196,70,b'how can i cash out my rewards for a visa card',b'redeem_rewards',b'cash rewards visa card',24,card * points
197,70,"b'have i earned points with my venture card , and how many'",b'rewards_balance',b'earned points venture card  ',24,card * points
198,70,b'how can i claim my rewards for my visa card',b'redeem_rewards',b'claim rewards visa card',24,card * points
199,70,b'what do i owe to jcp',b'bill_balance',b'owe jcp',24,card * points
200,70,b'i wanna know how many points have i earned with my credit card',b'rewards_balance',b'wanna know points earned credit card',24,card * points
201,68,"b'order me some doritos , please'",b'order',b'order doritos  ',13,order * 
202,68,b'please buy me something',b'order',b'buy ',13,order * 
203,68,"b'i need to buy something , please'",b'order',b'need buy ',13,order * 
204,68,b'can you place an order for the olive oil i just finished',b'order',b'place order olive oil finished',13,order * 
205,68,b'place an order for my entire shopping list',b'order',b'place order entire shopping list',13,order * 
206,68,b'can you order me some nacho chips',b'order',b'order nacho chips',13,order * 
207,68,b'am i supposed to buy milk',b'shopping_list',b'supposed buy milk',13,order * 
208,68,"b""i 'd like to buy something""",b'order',b'd like buy ',13,order * 
209,68,b'make a purchase of doritos',b'order',b'purchase doritos',13,order * 
210,68,"b'siri , place my amazon order'",b'order',b'siri  place amazon order',13,order * 
211,68,b'order all items on my shopping list',b'order',b'order items shopping list',13,order * 
212,68,b'find inner tube and buy it for me',b'order',b'find inner tube buy ',13,order * 
213,68,b'place an order for my whole shopping list',b'order',b'place order shopping list',13,order * 
214,41,b'what is the weather doing in austin',b'weather',b'weather austin',21,weather * 
215,41,b'how is the weather looking in seattle',b'weather',b'weather looking seattle',21,weather * 
216,41,b'what is the weather doing now',b'weather',b'weather ',21,weather * 
217,41,b'tell me the weather for today',b'weather',b'tell weather today',21,weather * 
218,41,b'can you tell me the weather forecast',b'weather',b'tell weather forecast',21,weather * 
219,41,b'what is the current weather like',b'weather',b'current weather like',21,weather * 
220,41,"b""how 's the weather in seattle""",b'weather',b's weather seattle',21,weather * 
221,41,b'tell me what the weather is looking like',b'weather',b'tell weather looking like',21,weather * 
222,41,b'what are the weather conditions like in seattle',b'weather',b'weather conditions like seattle',21,weather * 
223,41,b'want to know the weather',b'weather',b'want know weather',21,weather * 
224,41,b'show me what the weather is like',b'weather',b'weather like',21,weather * 
225,41,b'how does the weather feel',b'weather',b'weather feel',21,weather * 
226,41,b'how is the weather in austin',b'weather',b'weather austin',21,weather * 
227,41,b'ac temperature is at what',b'smart_home',b'ac temperature ',21,weather * 
228,41,b'what about the weather in austin',b'weather',b'weather austin',21,weather * 
229,41,b'how is that weather',b'weather',b'weather',21,weather * 
230,41,"b""what 's the weather like today""",b'weather',b's weather like today',21,weather * 
231,41,b'need to know the weather now',b'weather',b'need know weather ',21,weather * 
232,41,b'what kind of weather can i expect now',b'weather',b'kind weather expect ',21,weather * 
233,41,b'give weather update now',b'weather',b'weather update ',21,weather * 
234,41,"b""at ac , what 's the temperature like""",b'smart_home',b'ac  s temperature like',21,weather * 
235,10,b'how much money did i spend this weekend',b'spending_history',b'money spend weekend',22,spent * money
236,10,b'when did i last make a purchase',b'transactions',b'purchase',22,spent * money
237,10,b'how much have i spent on my bank card sine i last paid my bill',b'transactions',b'spent bank card sine paid bill',22,spent * money
238,10,b'check how much i spent this week',b'spending_history',b'check spent week',22,spent * money
239,10,b'do i spend too much on beer',b'spending_history',b'spend beer',22,spent * money
240,10,"b""would you say i 've spent too much money on chips as of late""",b'spending_history',b've spent money chips late',22,spent * money
241,10,"b'looking at this week only , have i overspent on hoagies'",b'spending_history',b'looking week overspent hoagies',22,spent * money
242,10,b'how much money have i spent recently',b'spending_history',b'money spent recently',22,spent * money
243,10,b'have i gone over my chocolate budget lately',b'spending_history',b'gone chocolate budget lately',22,spent * money
244,10,"b""tell me how much money i 've spent on fast food in the past week""",b'spending_history',b'tell money ve spent fast food past week',22,spent * money
245,10,b'do i overspend when it comes to fast food',b'spending_history',b'overspend comes fast food',22,spent * money
246,10,b'how much have i spent on my debit card this month',b'transactions',b'spent debit card month',22,spent * money
247,10,"b'looking at the past month , what did i spend total'",b'spending_history',b'looking past month  spend total',22,spent * money
248,10,b'show what i have spent things on',b'transactions',b'spent things ',22,spent * money
249,10,b'how much money have a spent in the last week',b'spending_history',b'money spent week',22,spent * money
250,10,b'what have i spent things on',b'transactions',b'spent things ',22,spent * money
251,10,b'i bought 6 shirts at 499 each what was my total expenditure for them',b'calculator',b'bought 6 shirts 499 total expenditure ',22,spent * money
252,10,b'i spent 34 dollars for 12 gallons of paint what is the average price for each gallon',b'calculator',b'spent 34 dollars 12 gallons paint average price gallon',22,spent * money
253,10,b'tell me how much i have been buying as of late',b'spending_history',b'tell buying late',22,spent * money
254,10,b'how much money have i spent on fast food lately',b'spending_history',b'money spent fast food lately',22,spent * money
255,10,b'have i gone over my entertainment budget',b'spending_history',b'gone entertainment budget',22,spent * money
256,10,"b""what 've i spent on gas this month""",b'spending_history',b've spent gas month',22,spent * money
257,73,b'tell me something funny about horses',b'tell_joke',b'tell funny horses',15,joke * hear
258,73,b'do you have any monkey jokes',b'tell_joke',b'monkey jokes',15,joke * hear
259,73,b'will you tell me a joke',b'tell_joke',b'tell joke',15,joke * hear
260,73,"b""let 's hear a joke !""",b'tell_joke',b'let s hear joke ',15,joke * hear
261,73,b'tell me a blonde joke',b'tell_joke',b'tell blonde joke',15,joke * hear
262,73,b'do you know any jokes',b'tell_joke',b'know jokes',15,joke * hear
263,73,b'i want to hear something funny about history',b'tell_joke',b'want hear funny history',15,joke * hear
264,73,b'know any dad jokes',b'tell_joke',b'know dad jokes',15,joke * hear
265,73,b'can you share a humorous joke with me',b'tell_joke',b'share humorous joke ',15,joke * hear
266,73,"b'i could use a laugh , got any jokes'",b'tell_joke',b'use laugh  got jokes',15,joke * hear
267,73,b'i would like to hear a joke',b'tell_joke',b'like hear joke',15,joke * hear
268,73,"b""i 'd like to hear a lawyer joke""",b'tell_joke',b'd like hear lawyer joke',15,joke * hear
269,73,b'do you know any dad jokes',b'tell_joke',b'know dad jokes',15,joke * hear
270,73,b'i want to hear something funny about politicsi',b'tell_joke',b'want hear funny politicsi',15,joke * hear
271,73,"b""let 's hear a joke from you please""",b'tell_joke',b'let s hear joke ',15,joke * hear
272,17,"b""what 's my checking look like""",b'balance',b's checking look like',29,bill * pay
273,17,b'what is the minimum payment on my water bill',b'min_payment',b'minimum payment water bill',29,bill * pay
274,17,"b'at a minimum , what must i pay on my verizon bill'",b'min_payment',b'minimum  pay verizon bill',29,bill * pay
275,17,b'is the phone bill the same as last month',b'bill_balance',b'phone bill month',29,bill * pay
276,17,b'what is my amex minimum payment',b'min_payment',b'amex minimum payment',29,bill * pay
277,17,b'what is the minimum i can pay on my insurance bill',b'min_payment',b'minimum pay insurance bill',29,bill * pay
278,17,"b'what must i pay , at a minimum , on my verizon bill'",b'min_payment',b'pay  minimum  verizon bill',29,bill * pay
279,17,"b""use my navy federal account and pay this month 's verizon bill , please""",b'pay_bill',b'use navy federal account pay month s verizon bill  ',29,bill * pay
280,17,b'can you help me pay my bill',b'pay_bill',b'help pay bill',29,bill * pay
281,17,b'when do i have to pay my internet',b'bill_due',b'pay internet',29,bill * pay
282,17,b'i need a hand getting this gas bill paid',b'pay_bill',b'need hand getting gas bill paid',29,bill * pay
283,17,b'what are my total bills this month',b'bill_balance',b'total bills month',29,bill * pay
284,17,b'please pay my sprint bill using my bank of america checking account',b'pay_bill',b'pay sprint bill bank america checking account',29,bill * pay
285,17,b'what is the lowest amount i must pay on my verizon bill',b'min_payment',b'lowest pay verizon bill',29,bill * pay
286,17,b'what is the minimum amount i can pay on my gas bill',b'min_payment',b'minimum pay gas bill',29,bill * pay
287,17,b'charge my internet bill to the corporate account',b'pay_bill',b'charge internet bill corporate account',29,bill * pay
288,17,b'what price is my credit card and my water bill at',b'bill_balance',b'price credit card water bill ',29,bill * pay
289,17,b'can you help me pay my electricity bill',b'pay_bill',b'help pay electricity bill',29,bill * pay
290,17,b'how expensive is my internet',b'bill_balance',b'expensive internet',29,bill * pay
291,17,b'what would you say my gas and phone bills are at',b'bill_balance',b'gas phone bills ',29,bill * pay
292,17,b'what does my cable bill look like',b'bill_balance',b'cable bill look like',29,bill * pay
293,17,b'what is the minimum payable amount for my rent bill this month',b'min_payment',b'minimum payable rent bill month',29,bill * pay
294,17,b'do you know the smallest amount i can pay on my water bill',b'min_payment',b'know smallest pay water bill',29,bill * pay
295,17,b'what is the cost of my rent and water bills',b'bill_balance',b'cost rent water bills',29,bill * pay
296,17,b'i need to put in a payment towards my phone bill',b'pay_bill',b'need payment phone bill',29,bill * pay
297,17,b'pay my electric bill for me',b'pay_bill',b'pay electric bill ',29,bill * pay
298,17,b'how much is my telephone bill this month',b'bill_balance',b'telephone bill month',29,bill * pay
299,17,b'pay my utility bill from my bank account',b'pay_bill',b'pay utility bill bank account',29,bill * pay
300,17,b'i want to pay my bill',b'pay_bill',b'want pay bill',29,bill * pay
301,23,b'any clue as to if taco bell takes reservations',b'accept_reservations',b'clue taco bell takes reservations',47,reservation * reservations
302,23,b'do you have any idea if central needs reservations',b'accept_reservations',b'idea central needs reservations',47,reservation * reservations
303,23,"b""confirm the john reservation at applebee 's""",b'confirm_reservation',b'confirm john reservation applebee s',47,reservation * reservations
304,23,"b""i do n't need the reservation anymore""",b'cancel_reservation',b'nt need reservation anymore',47,reservation * reservations
305,23,b'cancel my reservation for dinner tonight',b'cancel_reservation',b'cancel reservation dinner tonight',47,reservation * reservations
