,cluster,text,intent,norm_text,cluster_size,norm_word_lst
130,8,b'use martins name to reserve a table at tropicana for 5 people at 8pm',b'restaurant_reservation',b'use martins reserve table tropicana 5 people 8pm',13,reservations * reservation
131,8,"b""rent a car for 3 1 through 3 3 in boston i 'd prefer an suv""",b'car_rental',b'rent car 3 1 3 3 boston d prefer suv',13,reservations * reservation
132,8,"b""confirm the john reservation at applebee 's""",b'confirm_reservation',b'confirm john reservation applebee s',13,reservations * reservation
133,8,"b""i do n't need the reservation anymore""",b'cancel_reservation',b'nt need reservation anymore',13,reservations * reservation
134,8,b'get me a hotel in phoenix near chase field from january 4th to the 8th',b'book_hotel',b'hotel phoenix near chase field january 4th 8th',13,reservations * reservation
135,8,b'cancel my reservation for dinner tonight',b'cancel_reservation',b'cancel reservation dinner tonight',13,reservations * reservation
136,8,b'do they take reservations at applebeesi',b'accept_reservations',b'reservations applebeesi',13,reservations * reservation
137,8,b'tell me if the new york restaurant takes reservations',b'accept_reservations',b'tell new york restaurant takes reservations',13,reservations * reservation
138,8,"b'cancel my reservation for dinner this saturday , please'",b'cancel_reservation',b'cancel reservation dinner saturday  ',13,reservations * reservation
139,8,b'book me a hotel in jacksonville near the stadium from january 1st to 3rd',b'book_hotel',b'book hotel jacksonville near stadium january 1st 3rd',13,reservations * reservation
140,8,b'find a decent rental care for next week at the philadelphia airport',b'car_rental',b'find decent rental care week philadelphia airport',13,reservations * reservation
141,19,b'what does post rush hour traffic generally look like heading into the lincoln tunnel in manhattan from new jersey',b'traffic',b'post rush hour traffic generally look like heading lincoln tunnel manhattan new jersey',3,traffic * jersey
142,19,b'is there traffic expected',b'traffic',b'traffic expected',3,traffic * jersey
143,19,b'how is traffic nearest the ben franklin bridge philadelphia heading to the new jersey turnpike',b'traffic',b'traffic nearest ben franklin bridge philadelphia heading new jersey turnpike',3,traffic * jersey
144,11,b'i want to know how many vacation days i have used',b'pto_used',b'want know vacation days ',4, * days
145,11,b'how many vacation days i have used',b'pto_used',b'vacation days ',4, * days
146,11,b'can i put in a pto request for september 1st to september 8th',b'pto_request',b'pto request september 1st september 8th',4, * days
147,11,b'i need to know how many days i toof off',b'pto_used',b'need know days toof ',4, * days
148,24,b'flip a coin for me and i call heads',b'flip_coin',b'flip coin heads',4,coin * flip
149,24,b'can you do a coin flip for me ai',b'flip_coin',b'coin flip ai',4,coin * flip
150,24,"b""flip a coin and tell me if it 's heads""",b'flip_coin',b'flip coin tell s heads',4,coin * flip
151,24,"b'heads , coin flip'",b'flip_coin',b'heads  coin flip',4,coin * flip
152,27,b'do i have any meetings between 1 and 8 pm',b'meeting_schedule',b'meetings 1 8 pm',4,friday * meeting
153,27,"b""is the friday 's full after 4""",b'how_busy',b'friday s 4',4,friday * meeting
154,27,b'check the start time of the meeting scheduled for today',b'meeting_schedule',b'check start time meeting scheduled today',4,friday * meeting
155,27,b'what meeting rooms are available for meeting 5pm friday',b'schedule_meeting',b'meeting rooms available meeting 5pm friday',4,friday * meeting
156,20,b'when is the date of expiration for my first bank card',b'expiration_date',b'date expiration bank card',3,date * expiration
157,20,b'what is the expiration date for honey',b'food_last',b'expiration date honey',3,date * expiration
158,20,b'when is the milk date before used',b'food_last',b'milk date ',3,date * expiration
159,4,b'how healthy is blueberrys',b'nutrition_info',b'healthy blueberrys',4,content * calorie
160,4,b'calorie content of dr pepper',b'calories',b'calorie content dr pepper',4,content * calorie
161,4,b'what is the number of calories in a steak',b'calories',b'number calories steak',4,content * calorie
162,4,"b""what 's the calorie content of french fries""",b'calories',b's calorie content french fries',4,content * calorie
163,21,b'is my luggage lost',b'lost_luggage',b'luggage lost',6,luggage * need
164,21,"b""i ca n't find my luggage""",b'lost_luggage',b'nt find luggage',6,luggage * need
165,21,b'i need a flight on delta from los angeles to seattle',b'book_flight',b'need flight delta los angeles seattle',6,luggage * need
166,21,b'i must know the the carry on restrictions for american airlines',b'carry_on',b'know carry restrictions american airlines',6,luggage * need
167,21,b'let me know the status of my american airlines flight',b'flight_status',b'let know status american airlines flight',6,luggage * need
168,21,b'i need help finding my luggage',b'lost_luggage',b'need help finding luggage',6,luggage * need
169,10,b'what interest rate am i getting from nfcu',b'interest_rate',b'interest rate getting nfcu',6,rate * interest
170,10,b'what interest rate am i getting from sunflower bank',b'interest_rate',b'interest rate getting sunflower bank',6,rate * interest
171,10,b'how much do i pay the irs',b'taxes',b'pay irs',6,rate * interest
172,10,b'what is the minimum payment on my water bill',b'min_payment',b'minimum payment water bill',6,rate * interest
173,10,b'what interest rate is bofi giving me on my cd',b'interest_rate',b'interest rate bofi giving cd',6,rate * interest
174,10,"b'at a minimum , what must i pay on my verizon bill'",b'min_payment',b'minimum  pay verizon bill',6,rate * interest
175,12,b'can you find any good places in cleveland that serve clams',b'restaurant_suggestion',b'find good places cleveland serve clams',3,NA * NA
176,12,"b'can you suggest a french restaurant , please'",b'restaurant_suggestion',b'suggest french restaurant  ',3,NA * NA
177,12,b'any fantastic restaurants to get shrimp at in atlanta',b'restaurant_suggestion',b'fantastic restaurants shrimp atlanta',3,NA * NA
178,25,b'how many japanese yen are in a us dollar',b'exchange_rate',b'japanese yen dollar',3,yen * dollar
179,25,b'20 yen is how many dollars',b'exchange_rate',b'20 yen dollars',3,yen * dollar
180,25,b'how many mexican pesos can i get for one us dollar',b'exchange_rate',b'mexican pesos dollar',3,yen * dollar
181,13,b'will peas work instead of carrots',b'ingredient_substitution',b'peas work instead carrots',6,list * milk
182,13,b'give me a list of ingredients for making pasta',b'ingredients_list',b'list ingredients making pasta',6,list * milk
183,13,b'what ingredients do i use for pork belly',b'ingredients_list',b'ingredients use pork belly',6,list * milk
184,13,b'add milk to my shopping list',b'shopping_list_update',b'add milk shopping list',6,list * milk
185,13,b'will this recipe still be good if i use milk instead of eggs',b'ingredient_substitution',b'recipe good use milk instead eggs',6,list * milk
186,13,b'remove milk and add eggs to my shopping list',b'shopping_list_update',b'remove milk add eggs shopping list',6,list * milk
187,17,b'which timezone is denver located',b'timezone',b'timezone denver located',2,NA * NA
188,17,b'i need the time zone for la',b'timezone',b'need time zone la',2,NA * NA
189,22,b'add what im listening to to my rock playlist',b'update_playlist',b'add im listening rock playlist',4,playlist * add
190,22,b'play ludacris hits',b'play_music',b'play ludacris hits',4,playlist * add
191,22,b'please add this song to my study playlist',b'update_playlist',b'add song study playlist',4,playlist * add
192,22,b'put on my 90s playlist',b'play_music',b'90s playlist',4,playlist * add
193,16,"b""are there transaction fees using my discover if i'm in cuba""",b'international_fees',b'transaction fees discover im cuba',3,cuba * NA
194,16,b'do i need a visa to get to puerto rico',b'international_visa',b'need visa puerto rico',3,cuba * NA
195,16,b'are visas required to go to cuba',b'international_visa',b'visas required cuba',3,cuba * NA
196,23,"b'is my flight , dl123 on time'",b'flight_status',b'flight  dl123 time',2,dl123 * flight
197,23,b'is flight dl123 delayed',b'flight_status',b'flight dl123 delayed',2,dl123 * flight
198,26,b'what is my state bank of india card credit limit',b'credit_limit',b'state bank india card credit limit',2,card * limit
199,26,"b""what 's the spending limit on my lloyds card""",b'credit_limit',b's spending limit lloyds card',2,card * limit
